population,year,julian,HW,catch,period
Hoh,2012,10,Wild,76.41071429,Current
Hoh,2012,17,Hatchery,62.79487179,Current
Hoh,2012,17,Wild,95.20512821,Current
Hoh,2012,24,Hatchery,36.86206897,Current
Hoh,2012,24,Wild,65.13793103,Current
Hoh,2012,31,Hatchery,43.42307692,Current
Hoh,2012,31,Wild,41.57692308,Current
Hoh,2012,38,Hatchery,49,Current
Hoh,2012,38,Wild,42,Current
Hoh,2012,45,Hatchery,39.2987013,Current
Hoh,2012,45,Wild,62.7012987,Current
Hoh,2012,52,Hatchery,9.357142857,Current
Hoh,2012,52,Wild,28.64285714,Current
Hoh,2012,59,Hatchery,10.38095238,Current
Hoh,2012,59,Wild,18.61904762,Current
Hoh,2012,66,Hatchery,43,Current
Hoh,2012,66,Wild,74,Current
Hoh,2012,73,Hatchery,7.333333333,Current
Hoh,2012,73,Wild,40.66666667,Current
Hoh,2012,80,Hatchery,24.02830189,Current
Hoh,2012,80,Wild,84.97169811,Current
Hoh,2012,87,Hatchery,26.41509434,Current
Hoh,2012,87,Wild,111.5849057,Current
Hoh,2013,-34,Hatchery,49,Current
Hoh,2013,-34,Wild,40,Current
Hoh,2013,-27,Hatchery,129,Current
Hoh,2013,-27,Wild,41,Current
Hoh,2013,-20,Hatchery,138.1363636,Current
Hoh,2013,-20,Wild,68.86363636,Current
Hoh,2013,-13,Hatchery,131.3636364,Current
Hoh,2013,-13,Wild,100.6363636,Current
Hoh,2013,-6,Hatchery,217.2413793,Current
Hoh,2013,-6,Wild,32.75862069,Current
Hoh,2013,1,Hatchery,60.21052632,Current
Hoh,2013,1,Wild,15.78947368,Current
Hoh,2013,8,Hatchery,58,Current
Hoh,2013,8,Wild,44,Current
Hoh,2013,15,Hatchery,8,Current
Hoh,2013,15,Wild,22,Current
Hoh,2013,22,Hatchery,18,Current
Hoh,2013,22,Wild,52,Current
Hoh,2013,29,Hatchery,20.85185185,Current
Hoh,2013,29,Wild,95.14814815,Current
Hoh,2013,36,Hatchery,4.96,Current
Hoh,2013,36,Wild,56.04,Current
Hoh,2013,43,Hatchery,1.695652174,Current
Hoh,2013,43,Wild,74.30434783,Current
Hoh,2013,50,Hatchery,0,Current
Hoh,2013,50,Wild,27,Current
Hoh,2013,57,Hatchery,1.819672131,Current
Hoh,2013,57,Wild,95.18032787,Current
Hoh,2013,64,Hatchery,3.128571429,Current
Hoh,2013,64,Wild,61.87142857,Current
Hoh,2013,71,Hatchery,0,Current
Hoh,2013,71,Wild,163,Current
Hoh,2013,78,Hatchery,0,Current
Hoh,2013,78,Wild,158,Current
Hoh,2013,85,Hatchery,0,Current
Hoh,2013,85,Wild,129,Current
Hoh,2013,113,Hatchery,0,Current
Hoh,2013,113,Wild,20,Current
Hoh,2013,120,Hatchery,0,Current
Hoh,2013,120,Wild,35,Current
Hoh,2014,-35,Hatchery,15.78571429,Current
Hoh,2014,-35,Wild,1.214285714,Current
Hoh,2014,-28,Hatchery,147.0165517,Current
Hoh,2014,-28,Wild,8.983448276,Current
Hoh,2014,-21,Hatchery,62.235,Current
Hoh,2014,-21,Wild,0.765,Current
Hoh,2014,-14,Hatchery,105.4117647,Current
Hoh,2014,-14,Wild,6.588235294,Current
Hoh,2014,-7,Hatchery,40,Current
Hoh,2014,-7,Wild,0,Current
Hoh,2014,0,Hatchery,143.0293333,Current
Hoh,2014,0,Wild,40.97066667,Current
Hoh,2014,7,Hatchery,81.01883721,Current
Hoh,2014,7,Wild,105.9811628,Current
Hoh,2014,14,Hatchery,28.00568182,Current
Hoh,2014,14,Wild,24.99431818,Current
Hoh,2014,21,Hatchery,0.40625,Current
Hoh,2014,21,Wild,25.59375,Current
Hoh,2014,28,Hatchery,6.352272727,Current
Hoh,2014,28,Wild,79.64772727,Current
Hoh,2014,35,Hatchery,4.087837838,Current
Hoh,2014,35,Wild,116.9121622,Current
Hoh,2014,42,Hatchery,0,Current
Hoh,2014,42,Wild,47,Current
Hoh,2014,49,Hatchery,0,Current
Hoh,2014,49,Wild,71,Current
Hoh,2014,56,Hatchery,0,Current
Hoh,2014,56,Wild,62,Current
Hoh,2014,63,Hatchery,0.201923077,Current
Hoh,2014,63,Wild,41.79807692,Current
Hoh,2014,77,Hatchery,0,Current
Hoh,2014,77,Wild,69,Current
Hoh,2014,112,Hatchery,0,Current
Hoh,2014,112,Wild,16,Current
Hoh,2014,119,Hatchery,0,Current
Hoh,2014,119,Wild,19,Current
Hoh,2015,-22,Hatchery,35.57692308,Current
Hoh,2015,-22,Wild,1.423076923,Current
Hoh,2015,-15,Hatchery,33.8,Current
Hoh,2015,-15,Wild,5.2,Current
Hoh,2015,-8,Hatchery,27.8464,Current
Hoh,2015,-8,Wild,10.1536,Current
Hoh,2015,-1,Hatchery,62.91612903,Current
Hoh,2015,-1,Wild,52.08387097,Current
Hoh,2015,6,Hatchery,50.54,Current
Hoh,2015,6,Wild,49.46,Current
Hoh,2015,13,Hatchery,47,Current
Hoh,2015,13,Wild,47,Current
Hoh,2015,20,Hatchery,0.431818182,Current
Hoh,2015,20,Wild,18.56818182,Current
Hoh,2015,27,Hatchery,0,Current
Hoh,2015,27,Wild,12,Current
Hoh,2015,34,Hatchery,4.057291667,Current
Hoh,2015,34,Wild,36.94270833,Current
Hoh,2015,41,Hatchery,0,Current
Hoh,2015,41,Wild,23,Current
Hoh,2015,55,Hatchery,0.125,Current
Hoh,2015,55,Wild,35.875,Current
Hoh,2015,62,Hatchery,0,Current
Hoh,2015,62,Wild,31,Current
Hoh,2015,69,Hatchery,0,Current
Hoh,2015,69,Wild,24,Current
Hoh,2015,76,Hatchery,0,Current
Hoh,2015,76,Wild,14,Current
Hoh,2015,111,Hatchery,0,Current
Hoh,2015,111,Wild,7,Current
Hoh,2015,118,Hatchery,0,Current
Hoh,2015,118,Wild,2,Current
Queets,1981,-36,Hatchery,280,Current
Queets,1981,-36,Wild,54,Current
Queets,1981,-29,Hatchery,303,Current
Queets,1981,-29,Wild,243,Current
Queets,1981,-22,Hatchery,467,Current
Queets,1981,-22,Wild,122,Current
Queets,1981,-15,Hatchery,227,Current
Queets,1981,-15,Wild,98,Current
Queets,1981,-8,Hatchery,281,Current
Queets,1981,-8,Wild,109,Current
Queets,1981,-1,Hatchery,161,Current
Queets,1981,-1,Wild,248,Current
Queets,1981,6,Hatchery,106,Current
Queets,1981,6,Wild,237,Current
Queets,1981,13,Hatchery,51,Current
Queets,1981,13,Wild,215,Current
Queets,1981,20,Hatchery,53,Current
Queets,1981,20,Wild,160,Current
Queets,1981,27,Hatchery,50,Current
Queets,1981,27,Wild,97,Current
Queets,1981,48,Hatchery,7,Current
Queets,1981,48,Wild,254,Current
Queets,1981,55,Hatchery,11,Current
Queets,1981,55,Wild,452,Current
Queets,1981,62,Hatchery,2,Current
Queets,1981,62,Wild,301,Current
Queets,1981,69,Hatchery,2,Current
Queets,1981,69,Wild,374,Current
Queets,1981,76,Hatchery,2,Current
Queets,1981,76,Wild,544,Current
Queets,1981,83,Hatchery,0,Current
Queets,1981,83,Wild,529,Current
Queets,1981,90,Hatchery,0,Current
Queets,1981,90,Wild,499,Current
Queets,1981,97,Hatchery,0,Current
Queets,1981,97,Wild,424,Current
Queets,1981,104,Hatchery,0,Current
Queets,1981,104,Wild,300,Current
Queets,1981,111,Hatchery,0,Current
Queets,1981,111,Wild,117,Current
Queets,1981,118,Hatchery,0,Current
Queets,1981,118,Wild,121,Current
Queets,1982,-37,Hatchery,24,Current
Queets,1982,-37,Wild,15,Current
Queets,1982,-30,Hatchery,85,Current
Queets,1982,-30,Wild,38,Current
Queets,1982,-23,Hatchery,81,Current
Queets,1982,-23,Wild,56,Current
Queets,1982,-16,Hatchery,34,Current
Queets,1982,-16,Wild,60,Current
Queets,1982,-9,Hatchery,123,Current
Queets,1982,-9,Wild,61,Current
Queets,1982,-2,Hatchery,204,Current
Queets,1982,-2,Wild,123,Current
Queets,1982,5,Hatchery,156,Current
Queets,1982,5,Wild,94,Current
Queets,1982,12,Hatchery,391,Current
Queets,1982,12,Wild,272,Current
Queets,1982,19,Hatchery,223,Current
Queets,1982,19,Wild,298,Current
Queets,1982,26,Hatchery,126,Current
Queets,1982,26,Wild,273,Current
Queets,1982,33,Hatchery,21,Current
Queets,1982,33,Wild,191,Current
Queets,1982,40,Hatchery,113,Current
Queets,1982,40,Wild,183,Current
Queets,1982,61,Hatchery,35,Current
Queets,1982,61,Wild,142,Current
Queets,1982,68,Hatchery,21,Current
Queets,1982,68,Wild,263,Current
Queets,1982,75,Hatchery,0,Current
Queets,1982,75,Wild,144,Current
Queets,1982,82,Hatchery,9,Current
Queets,1982,82,Wild,205,Current
Queets,1982,89,Hatchery,0,Current
Queets,1982,89,Wild,204,Current
Queets,1982,96,Hatchery,9,Current
Queets,1982,96,Wild,195,Current
Queets,1982,103,Hatchery,0,Current
Queets,1982,103,Wild,138,Current
Queets,1982,110,Hatchery,0,Current
Queets,1982,110,Wild,170,Current
Queets,1982,117,Hatchery,0,Current
Queets,1982,117,Wild,255,Current
Queets,1983,-38,Hatchery,3,Current
Queets,1983,-38,Wild,11,Current
Queets,1983,-31,Hatchery,51,Current
Queets,1983,-31,Wild,45,Current
Queets,1983,-24,Hatchery,249,Current
Queets,1983,-24,Wild,88,Current
Queets,1983,-17,Hatchery,168,Current
Queets,1983,-17,Wild,135,Current
Queets,1983,-10,Hatchery,181,Current
Queets,1983,-10,Wild,74,Current
Queets,1983,-3,Hatchery,56,Current
Queets,1983,-3,Wild,76,Current
Queets,1983,4,Hatchery,113,Current
Queets,1983,4,Wild,193,Current
Queets,1983,11,Hatchery,168,Current
Queets,1983,11,Wild,288,Current
Queets,1983,18,Hatchery,93,Current
Queets,1983,18,Wild,223,Current
Queets,1983,25,Hatchery,62,Current
Queets,1983,25,Wild,140,Current
Queets,1983,32,Hatchery,38,Current
Queets,1983,32,Wild,177,Current
Queets,1983,39,Hatchery,26,Current
Queets,1983,39,Wild,158,Current
Queets,1983,46,Hatchery,33,Current
Queets,1983,46,Wild,166,Current
Queets,1983,53,Hatchery,20,Current
Queets,1983,53,Wild,201,Current
Queets,1983,60,Hatchery,12,Current
Queets,1983,60,Wild,288,Current
Queets,1983,67,Hatchery,17,Current
Queets,1983,67,Wild,97,Current
Queets,1983,74,Hatchery,0,Current
Queets,1983,74,Wild,136,Current
Queets,1983,81,Hatchery,0,Current
Queets,1983,81,Wild,163,Current
Queets,1983,88,Hatchery,0,Current
Queets,1983,88,Wild,153,Current
Queets,1983,95,Hatchery,0,Current
Queets,1983,95,Wild,201,Current
Queets,1983,102,Hatchery,0,Current
Queets,1983,102,Wild,293,Current
Queets,1983,109,Hatchery,0,Current
Queets,1983,109,Wild,143,Current
Queets,1983,116,Hatchery,0,Current
Queets,1983,116,Wild,105,Current
Queets,1984,-32,Hatchery,0,Current
Queets,1984,-32,Wild,3,Current
Queets,1984,-25,Hatchery,26,Current
Queets,1984,-25,Wild,28,Current
Queets,1984,-18,Hatchery,33,Current
Queets,1984,-18,Wild,35,Current
Queets,1984,-11,Hatchery,223,Current
Queets,1984,-11,Wild,17,Current
Queets,1984,-4,Hatchery,313,Current
Queets,1984,-4,Wild,68,Current
Queets,1984,3,Hatchery,225,Current
Queets,1984,3,Wild,17,Current
Queets,1984,10,Hatchery,82,Current
Queets,1984,10,Wild,28,Current
Queets,1984,17,Hatchery,151,Current
Queets,1984,17,Wild,80,Current
Queets,1984,24,Hatchery,106,Current
Queets,1984,24,Wild,160,Current
Queets,1984,31,Hatchery,43,Current
Queets,1984,31,Wild,64,Current
Queets,1984,38,Hatchery,63,Current
Queets,1984,38,Wild,176,Current
Queets,1984,45,Hatchery,57,Current
Queets,1984,45,Wild,185,Current
Queets,1984,52,Hatchery,64,Current
Queets,1984,52,Wild,81,Current
Queets,1984,59,Hatchery,35,Current
Queets,1984,59,Wild,130,Current
Queets,1984,66,Hatchery,24,Current
Queets,1984,66,Wild,183,Current
Queets,1984,73,Hatchery,0,Current
Queets,1984,73,Wild,196,Current
Queets,1984,80,Hatchery,0,Current
Queets,1984,80,Wild,190,Current
Queets,1984,87,Hatchery,0,Current
Queets,1984,87,Wild,153,Current
Queets,1984,94,Hatchery,0,Current
Queets,1984,94,Wild,188,Current
Queets,1984,101,Hatchery,0,Current
Queets,1984,101,Wild,174,Current
Queets,1984,108,Hatchery,0,Current
Queets,1984,108,Wild,179,Current
Queets,1984,115,Hatchery,0,Current
Queets,1984,115,Wild,109,Current
Queets,1984,122,Hatchery,0,Current
Queets,1984,122,Wild,86,Current
Queets,1985,-34,Hatchery,40,Current
Queets,1985,-34,Wild,13,Current
Queets,1985,-27,Hatchery,81,Current
Queets,1985,-27,Wild,83,Current
Queets,1985,-20,Hatchery,323,Current
Queets,1985,-20,Wild,48,Current
Queets,1985,-13,Hatchery,348,Current
Queets,1985,-13,Wild,82,Current
Queets,1985,-6,Hatchery,760,Current
Queets,1985,-6,Wild,186,Current
Queets,1985,1,Hatchery,556,Current
Queets,1985,1,Wild,64,Current
Queets,1985,8,Hatchery,570,Current
Queets,1985,8,Wild,190,Current
Queets,1985,15,Hatchery,254,Current
Queets,1985,15,Wild,186,Current
Queets,1985,22,Hatchery,45,Current
Queets,1985,22,Wild,73,Current
Queets,1985,29,Hatchery,127,Current
Queets,1985,29,Wild,144,Current
Queets,1985,36,Hatchery,46,Current
Queets,1985,36,Wild,105,Current
Queets,1985,43,Hatchery,74,Current
Queets,1985,43,Wild,288,Current
Queets,1985,50,Hatchery,24,Current
Queets,1985,50,Wild,267,Current
Queets,1985,57,Hatchery,19,Current
Queets,1985,57,Wild,312,Current
Queets,1985,64,Hatchery,0,Current
Queets,1985,64,Wild,107,Current
Queets,1985,71,Hatchery,0,Current
Queets,1985,71,Wild,180,Current
Queets,1985,78,Hatchery,0,Current
Queets,1985,78,Wild,116,Current
Queets,1985,85,Hatchery,0,Current
Queets,1985,85,Wild,325,Current
Queets,1985,92,Hatchery,0,Current
Queets,1985,92,Wild,345,Current
Queets,1985,99,Hatchery,0,Current
Queets,1985,99,Wild,209,Current
Queets,1985,106,Hatchery,0,Current
Queets,1985,106,Wild,172,Current
Queets,1985,113,Hatchery,0,Current
Queets,1985,113,Wild,216,Current
Queets,1985,120,Hatchery,0,Current
Queets,1985,120,Wild,147,Current
Queets,1986,-35,Hatchery,59,Current
Queets,1986,-35,Wild,15,Current
Queets,1986,-28,Hatchery,130,Current
Queets,1986,-28,Wild,32,Current
Queets,1986,-21,Hatchery,70,Current
Queets,1986,-21,Wild,40,Current
Queets,1986,-14,Hatchery,240,Current
Queets,1986,-14,Wild,66,Current
Queets,1986,-7,Hatchery,204,Current
Queets,1986,-7,Wild,64,Current
Queets,1986,0,Hatchery,139,Current
Queets,1986,0,Wild,35,Current
Queets,1986,7,Hatchery,289,Current
Queets,1986,7,Wild,87,Current
Queets,1986,14,Hatchery,270,Current
Queets,1986,14,Wild,135,Current
Queets,1986,21,Hatchery,398,Current
Queets,1986,21,Wild,271,Current
Queets,1986,28,Hatchery,134,Current
Queets,1986,28,Wild,115,Current
Queets,1986,35,Hatchery,25,Current
Queets,1986,35,Wild,140,Current
Queets,1986,42,Hatchery,93,Current
Queets,1986,42,Wild,134,Current
Queets,1986,49,Hatchery,19,Current
Queets,1986,49,Wild,155,Current
Queets,1986,56,Hatchery,0,Current
Queets,1986,56,Wild,90,Current
Queets,1986,63,Hatchery,22,Current
Queets,1986,63,Wild,312,Current
Queets,1986,70,Hatchery,9,Current
Queets,1986,70,Wild,184,Current
Queets,1986,77,Hatchery,0,Current
Queets,1986,77,Wild,305,Current
Queets,1986,84,Hatchery,0,Current
Queets,1986,84,Wild,253,Current
Queets,1986,91,Hatchery,15,Current
Queets,1986,91,Wild,227,Current
Queets,1986,98,Hatchery,0,Current
Queets,1986,98,Wild,220,Current
Queets,1986,105,Hatchery,0,Current
Queets,1986,105,Wild,209,Current
Queets,1986,112,Hatchery,0,Current
Queets,1986,112,Wild,181,Current
Queets,1986,119,Hatchery,0,Current
Queets,1986,119,Wild,137,Current
Queets,1987,-36,Hatchery,256,Current
Queets,1987,-36,Wild,56,Current
Queets,1987,-29,Hatchery,149,Current
Queets,1987,-29,Wild,32,Current
Queets,1987,-22,Hatchery,274,Current
Queets,1987,-22,Wild,49,Current
Queets,1987,-15,Hatchery,470,Current
Queets,1987,-15,Wild,110,Current
Queets,1987,-8,Hatchery,411,Current
Queets,1987,-8,Wild,83,Current
Queets,1987,-1,Hatchery,254,Current
Queets,1987,-1,Wild,88,Current
Queets,1987,6,Hatchery,502,Current
Queets,1987,6,Wild,214,Current
Queets,1987,13,Hatchery,300,Current
Queets,1987,13,Wild,95,Current
Queets,1987,20,Hatchery,434,Current
Queets,1987,20,Wild,485,Current
Queets,1987,27,Hatchery,195,Current
Queets,1987,27,Wild,176,Current
Queets,1987,34,Hatchery,64,Current
Queets,1987,34,Wild,237,Current
Queets,1987,41,Hatchery,0,Current
Queets,1987,41,Wild,221,Current
Queets,1987,48,Hatchery,0,Current
Queets,1987,48,Wild,160,Current
Queets,1987,55,Hatchery,0,Current
Queets,1987,55,Wild,231,Current
Queets,1987,62,Hatchery,0,Current
Queets,1987,62,Wild,208,Current
Queets,1987,69,Hatchery,0,Current
Queets,1987,69,Wild,313,Current
Queets,1987,76,Hatchery,0,Current
Queets,1987,76,Wild,299,Current
Queets,1987,83,Hatchery,0,Current
Queets,1987,83,Wild,209,Current
Queets,1987,90,Hatchery,0,Current
Queets,1987,90,Wild,268,Current
Queets,1987,97,Hatchery,0,Current
Queets,1987,97,Wild,226,Current
Queets,1987,104,Hatchery,0,Current
Queets,1987,104,Wild,277,Current
Queets,1987,111,Hatchery,0,Current
Queets,1987,111,Wild,166,Current
Queets,1987,118,Hatchery,0,Current
Queets,1987,118,Wild,161,Current
Queets,1988,-37,Hatchery,0,Current
Queets,1988,-37,Wild,23,Current
Queets,1988,-30,Hatchery,77,Current
Queets,1988,-30,Wild,15,Current
Queets,1988,-23,Hatchery,75,Current
Queets,1988,-23,Wild,19,Current
Queets,1988,-16,Hatchery,391,Current
Queets,1988,-16,Wild,114,Current
Queets,1988,-9,Hatchery,319,Current
Queets,1988,-9,Wild,152,Current
Queets,1988,-2,Hatchery,546,Current
Queets,1988,-2,Wild,321,Current
Queets,1988,5,Hatchery,276,Current
Queets,1988,5,Wild,106,Current
Queets,1988,12,Hatchery,249,Current
Queets,1988,12,Wild,112,Current
Queets,1988,19,Hatchery,291,Current
Queets,1988,19,Wild,333,Current
Queets,1988,26,Hatchery,115,Current
Queets,1988,26,Wild,353,Current
Queets,1988,33,Hatchery,94,Current
Queets,1988,33,Wild,185,Current
Queets,1988,40,Hatchery,50,Current
Queets,1988,40,Wild,208,Current
Queets,1988,47,Hatchery,0,Current
Queets,1988,47,Wild,119,Current
Queets,1988,54,Hatchery,13,Current
Queets,1988,54,Wild,208,Current
Queets,1988,61,Hatchery,0,Current
Queets,1988,61,Wild,175,Current
Queets,1988,68,Hatchery,0,Current
Queets,1988,68,Wild,223,Current
Queets,1988,75,Hatchery,0,Current
Queets,1988,75,Wild,216,Current
Queets,1988,82,Hatchery,0,Current
Queets,1988,82,Wild,235,Current
Queets,1988,89,Hatchery,0,Current
Queets,1988,89,Wild,281,Current
Queets,1988,96,Hatchery,0,Current
Queets,1988,96,Wild,262,Current
Queets,1988,103,Hatchery,0,Current
Queets,1988,103,Wild,203,Current
Queets,1988,110,Hatchery,0,Current
Queets,1988,110,Wild,213,Current
Queets,1988,117,Hatchery,12,Current
Queets,1988,117,Wild,153,Current
Queets,1989,-32,Hatchery,0,Current
Queets,1989,-32,Wild,7,Current
Queets,1989,-25,Hatchery,101,Current
Queets,1989,-25,Wild,47,Current
Queets,1989,-18,Hatchery,203,Current
Queets,1989,-18,Wild,30,Current
Queets,1989,-11,Hatchery,204,Current
Queets,1989,-11,Wild,67,Current
Queets,1989,-4,Hatchery,163,Current
Queets,1989,-4,Wild,131,Current
Queets,1989,3,Hatchery,222,Current
Queets,1989,3,Wild,141,Current
Queets,1989,10,Hatchery,82,Current
Queets,1989,10,Wild,241,Current
Queets,1989,17,Hatchery,53,Current
Queets,1989,17,Wild,156,Current
Queets,1989,24,Hatchery,0,Current
Queets,1989,24,Wild,139,Current
Queets,1989,31,Hatchery,12,Current
Queets,1989,31,Wild,89,Current
Queets,1989,38,Hatchery,13,Current
Queets,1989,38,Wild,113,Current
Queets,1989,45,Hatchery,6,Current
Queets,1989,45,Wild,45,Current
Queets,1989,52,Hatchery,0,Current
Queets,1989,52,Wild,54,Current
Queets,1989,59,Hatchery,0,Current
Queets,1989,59,Wild,118,Current
Queets,1989,66,Hatchery,0,Current
Queets,1989,66,Wild,154,Current
Queets,1989,73,Hatchery,0,Current
Queets,1989,73,Wild,206,Current
Queets,1989,80,Hatchery,0,Current
Queets,1989,80,Wild,222,Current
Queets,1989,87,Hatchery,0,Current
Queets,1989,87,Wild,173,Current
Queets,1989,94,Hatchery,0,Current
Queets,1989,94,Wild,210,Current
Queets,1989,101,Hatchery,0,Current
Queets,1989,101,Wild,175,Current
Queets,1989,108,Hatchery,0,Current
Queets,1989,108,Wild,271,Current
Queets,1989,115,Hatchery,0,Current
Queets,1989,115,Wild,208,Current
Queets,1989,122,Hatchery,0,Current
Queets,1989,122,Wild,118,Current
Queets,1990,-33,Hatchery,35,Current
Queets,1990,-33,Wild,18,Current
Queets,1990,-26,Hatchery,69,Current
Queets,1990,-26,Wild,31,Current
Queets,1990,-19,Hatchery,188,Current
Queets,1990,-19,Wild,55,Current
Queets,1990,-12,Hatchery,162,Current
Queets,1990,-12,Wild,90,Current
Queets,1990,-5,Hatchery,114,Current
Queets,1990,-5,Wild,39,Current
Queets,1990,2,Hatchery,120,Current
Queets,1990,2,Wild,83,Current
Queets,1990,9,Hatchery,63,Current
Queets,1990,9,Wild,100,Current
Queets,1990,16,Hatchery,12,Current
Queets,1990,16,Wild,122,Current
Queets,1990,23,Hatchery,112,Current
Queets,1990,23,Wild,114,Current
Queets,1990,30,Hatchery,24,Current
Queets,1990,30,Wild,142,Current
Queets,1990,37,Hatchery,6,Current
Queets,1990,37,Wild,130,Current
Queets,1990,44,Hatchery,0,Current
Queets,1990,44,Wild,155,Current
Queets,1990,51,Hatchery,16,Current
Queets,1990,51,Wild,173,Current
Queets,1990,58,Hatchery,0,Current
Queets,1990,58,Wild,127,Current
Queets,1990,65,Hatchery,0,Current
Queets,1990,65,Wild,97,Current
Queets,1990,72,Hatchery,10,Current
Queets,1990,72,Wild,152,Current
Queets,1990,79,Hatchery,0,Current
Queets,1990,79,Wild,218,Current
Queets,1990,86,Hatchery,0,Current
Queets,1990,86,Wild,176,Current
Queets,1990,93,Hatchery,0,Current
Queets,1990,93,Wild,234,Current
Queets,1990,100,Hatchery,8,Current
Queets,1990,100,Wild,278,Current
Queets,1990,107,Hatchery,0,Current
Queets,1990,107,Wild,186,Current
Queets,1990,114,Hatchery,0,Current
Queets,1990,114,Wild,100,Current
Queets,1990,121,Hatchery,0,Current
Queets,1990,121,Wild,81,Current
Queets,1991,-34,Hatchery,0,Current
Queets,1991,-34,Wild,6,Current
Queets,1991,-27,Hatchery,34,Current
Queets,1991,-27,Wild,23,Current
Queets,1991,-20,Hatchery,86,Current
Queets,1991,-20,Wild,53,Current
Queets,1991,-13,Hatchery,64,Current
Queets,1991,-13,Wild,74,Current
Queets,1991,-6,Hatchery,86,Current
Queets,1991,-6,Wild,81,Current
Queets,1991,1,Hatchery,184,Current
Queets,1991,1,Wild,166,Current
Queets,1991,8,Hatchery,55,Current
Queets,1991,8,Wild,125,Current
Queets,1991,15,Hatchery,20,Current
Queets,1991,15,Wild,56,Current
Queets,1991,22,Hatchery,22,Current
Queets,1991,22,Wild,101,Current
Queets,1991,29,Hatchery,7,Current
Queets,1991,29,Wild,90,Current
Queets,1991,36,Hatchery,0,Current
Queets,1991,36,Wild,4,Current
Queets,1991,43,Hatchery,0,Current
Queets,1991,43,Wild,86,Current
Queets,1991,50,Hatchery,0,Current
Queets,1991,50,Wild,81,Current
Queets,1991,57,Hatchery,0,Current
Queets,1991,57,Wild,91,Current
Queets,1991,64,Hatchery,0,Current
Queets,1991,64,Wild,134,Current
Queets,1991,71,Hatchery,0,Current
Queets,1991,71,Wild,176,Current
Queets,1991,78,Hatchery,0,Current
Queets,1991,78,Wild,234,Current
Queets,1991,85,Hatchery,0,Current
Queets,1991,85,Wild,223,Current
Queets,1991,92,Hatchery,0,Current
Queets,1991,92,Wild,271,Current
Queets,1991,99,Hatchery,0,Current
Queets,1991,99,Wild,287,Current
Queets,1991,106,Hatchery,0,Current
Queets,1991,106,Wild,161,Current
Queets,1991,113,Hatchery,0,Current
Queets,1991,113,Wild,131,Current
Queets,1991,120,Hatchery,0,Current
Queets,1991,120,Wild,99,Current
Queets,1992,-35,Hatchery,9,Current
Queets,1992,-35,Wild,1,Current
Queets,1992,-28,Hatchery,10,Current
Queets,1992,-28,Wild,12,Current
Queets,1992,-21,Hatchery,39,Current
Queets,1992,-21,Wild,33,Current
Queets,1992,-14,Hatchery,91,Current
Queets,1992,-14,Wild,54,Current
Queets,1992,-7,Hatchery,66,Current
Queets,1992,-7,Wild,69,Current
Queets,1992,0,Hatchery,62,Current
Queets,1992,0,Wild,60,Current
Queets,1992,7,Hatchery,38,Current
Queets,1992,7,Wild,62,Current
Queets,1992,14,Hatchery,211,Current
Queets,1992,14,Wild,135,Current
Queets,1992,21,Hatchery,187,Current
Queets,1992,21,Wild,281,Current
Queets,1992,28,Hatchery,38,Current
Queets,1992,28,Wild,111,Current
Queets,1992,35,Hatchery,37,Current
Queets,1992,35,Wild,151,Current
Queets,1992,42,Hatchery,20,Current
Queets,1992,42,Wild,176,Current
Queets,1992,49,Hatchery,40,Current
Queets,1992,49,Wild,141,Current
Queets,1992,56,Hatchery,30,Current
Queets,1992,56,Wild,320,Current
Queets,1992,63,Hatchery,8,Current
Queets,1992,63,Wild,295,Current
Queets,1992,70,Hatchery,0,Current
Queets,1992,70,Wild,310,Current
Queets,1992,77,Hatchery,0,Current
Queets,1992,77,Wild,233,Current
Queets,1992,84,Hatchery,12,Current
Queets,1992,84,Wild,317,Current
Queets,1992,91,Hatchery,0,Current
Queets,1992,91,Wild,418,Current
Queets,1992,98,Hatchery,0,Current
Queets,1992,98,Wild,428,Current
Queets,1992,105,Hatchery,0,Current
Queets,1992,105,Wild,388,Current
Queets,1992,112,Hatchery,0,Current
Queets,1992,112,Wild,198,Current
Queets,1992,119,Hatchery,0,Current
Queets,1992,119,Wild,118,Current
Queets,1993,-37,Hatchery,11,Current
Queets,1993,-37,Wild,11,Current
Queets,1993,-30,Hatchery,65,Current
Queets,1993,-30,Wild,12,Current
Queets,1993,-23,Hatchery,115,Current
Queets,1993,-23,Wild,19,Current
Queets,1993,-16,Hatchery,116,Current
Queets,1993,-16,Wild,32,Current
Queets,1993,-9,Hatchery,675,Current
Queets,1993,-9,Wild,156,Current
Queets,1993,-2,Hatchery,586,Current
Queets,1993,-2,Wild,118,Current
Queets,1993,5,Hatchery,257,Current
Queets,1993,5,Wild,99,Current
Queets,1993,12,Hatchery,208,Current
Queets,1993,12,Wild,79,Current
Queets,1993,19,Hatchery,95,Current
Queets,1993,19,Wild,101,Current
Queets,1993,26,Hatchery,61,Current
Queets,1993,26,Wild,81,Current
Queets,1993,33,Hatchery,62,Current
Queets,1993,33,Wild,190,Current
Queets,1993,40,Hatchery,45,Current
Queets,1993,40,Wild,137,Current
Queets,1993,47,Hatchery,12,Current
Queets,1993,47,Wild,181,Current
Queets,1993,54,Hatchery,27,Current
Queets,1993,54,Wild,269,Current
Queets,1993,61,Hatchery,13,Current
Queets,1993,61,Wild,299,Current
